CapHitB_fl1_193 || 65.4782 201.254 41.3014 -42.8652 0.991164 0.155565
CapHitB_fl1_194 || 67.1997 26.1388 143.189 -25.5154 36.8294 -12.0307
CapHitB_fl1_195 || 97.0016 26.9574 5.53363 -9.96451 37.735 -9.2716
CapHitB_fl1_197 || 317.86 254.511 66.1181 -28.7452 23.219 -16.196
CapHitB_fl1_198 || 130.105 76.265 78.0371 -38.6969 29.2596 -2.18716
CapHitB_fl1_199 || 89.5809 122.364 46.7797 -41.7286 24.1055 9.38183
CapHitB_fl1_200 || 285.682 344.848 11.7775 -42.0703 -1.46446 -16.308
CapHitB_fl1_201 || 358.218 302.315 105.717 -26.9713 26.7788 -20.1558
CapHitB_fl1_202 || 12.8767 244.928 76.9069 -45.6843 14.3004 -5.20855
CapHitB_fl1_203 || 51.042 339.905 143.7 -38.9021 28.3993 -21.187
CapHitB_fl1_204 || 31.0731 179.091 30.2296 -39.9029 26.887 0.302973
CapHitB_fl1_205 || 301.659 158.892 106.312 -19.0635 8.01227 31.2956
CapHitB_fl1_206 || 100.627 26.2358 106.403 -28.213 33.5685 -23.7468
CapHitB_fl1_207 || 260.484 258.079 41.1133 -18.5305 36.295 -14.7926
CapHitB_fl1_209 || 93.5307 46.9588 67.7757 -26.0898 33.4839 -13.2126
CapHitB_fl1_210 || 0.231368 287.568 72.9876 -36.7903 11.1146 -24.8899
CapHitB_fl1_211 || 87.4244 101.018 88.1031 -28.9006 27.0707 7.64639
CapHitB_fl1_212 || 52.3458 176.045 29.1379 -39.0289 24.1549 -0.468245
CapHitB_fl1_213 || 192.248 304.614 65.0036 -14.0808 16.2261 -27.521
CapHitB_fl1_214 || 79.2354 40.1522 87.9962 -25.0905 31.4948 -14.7906
CapHitB_fl1_215 || 112.965 40.2386 36.3587 -26.7031 36.7676 -13.0414
CapHitB_fl1_216 || 51.0054 38.1269 86.0052 -7.35234 36.1855 -13.9421
CapHitB_fl1_217 || 144.377 93.2405 31.233 -44.2482 14.1696 -6.28666
CapHitB_fl1_219 || 299.676 323.007 152.973 -7.48456 32.9874 -10.9624
CapHitB_fl1_220 || 340.543 333.621 66.3682 -28.8927 5.3498 -29.1954
CapHitB_fl1_221 || 111.376 295.147 86.1812 -14.6587 -4.45927 -25.2224
CapHitB_fl1_222 || 100.33 141.672 53.6427 -38.765 19.003 10.7131
CapHitB_fl1_223 || 93.0471 96.715 60.7987 -26.4958 36.2562 -2.03274
CapHitB_fl1_224 || 61.941 266.183 76.4909 -28.3189 4.75146 -10.682
CapHitB_fl1_225 || 102.583 102.472 36.9615 -30.7994 36.7652 3.91026
CapHitB_fl1_226 || 71.0478 256.87 117.892 -37.5469 -15.0249 -8.7015
CapHitB_fl1_227 || 159.172 66.1292 57.7426 -41.4955 20.9424 -8.65179
CapHitB_fl1_228 || 27.0597 305.806 103.903 -36.6976 15.9765 -23.1149
CapHitB_fl1_229 || 337.429 279.703 90.2258 -37.4801 25.4316 -18.5492
CapHitB_fl1_230 || 122.093 48.3075 132.529 -43.0081 27.1049 -5.02581
CapHitB_fl1_231 || 304.177 232.748 101.785 -30.8612 39.369 0.0417118
CapHitB_fl1_232 || 125.448 83.9965 150.339 -29.4919 36.7114 10.2863
